"","."
"1",1891
"2",1891.01
"3",1891.02
"4",1891.03
"5",1891.04
"6",1891.05
"7",1891.06
"8",1891.07
"9",1891.08
"10",1891.09
"11",1891.1
"12",1891.11
"13",1891.12
"14",1891.13
"15",1891.14
"16",1891.15
"17",1891.16
"18",1891.17
"19",1891.18
"20",1891.19
"21",1891.2
"22",1891.21
"23",1891.22
"24",1891.23
"25",1891.24
"26",1891.25
"27",1891.26
"28",1891.27
"29",1891.28
"30",1891.29
"31",1891.3
"32",1891.31
"33",1891.32
"34",1891.33
"35",1891.34
"36",1891.35
"37",1891.36
"38",1891.37
"39",1891.38
"40",1891.39
"41",1891.4
"42",1891.41
"43",1891.42
"44",1891.43
"45",1891.44
"46",1891.45
"47",1891.46
"48",1891.47
"49",1891.48
"50",1891.49
"51",1891.5
"52",1891.51
"53",1891.52
"54",1891.53
"55",1891.54
"56",1891.55
"57",1891.56
"58",1891.57
"59",1891.58
"60",1891.59
"61",1891.6
"62",1891.61
"63",1891.62
"64",1891.63
"65",1891.64
"66",1891.65
"67",1891.66
"68",1891.67
"69",1891.68
"70",1891.69
"71",1891.7
"72",1891.71
"73",1891.72
"74",1891.73
"75",1891.74
"76",1891.75
"77",1891.76
"78",1891.77
"79",1891.78
"80",1891.79
"81",1891.8
"82",1891.81
"83",1891.82
"84",1891.83
"85",1891.84
"86",1891.85
"87",1891.86
"88",1891.87
"89",1891.88
"90",1891.89
"91",1891.9
"92",1891.91
"93",1891.92
"94",1891.93
"95",1891.94
"96",1891.95
"97",1891.96
"98",1891.97
"99",1891.98
"100",1891.99
"101",1892
"102",1892.01
"103",1892.02
"104",1892.03
"105",1892.04
"106",1892.05
"107",1892.06
"108",1892.07
"109",1892.08
"110",1892.09
"111",1892.1
"112",1892.11
"113",1892.12
"114",1892.13
"115",1892.14
"116",1892.15
"117",1892.16
"118",1892.17
"119",1892.18
"120",1892.19
"121",1892.2
"122",1892.21
"123",1892.22
"124",1892.23
"125",1892.24
"126",1892.25
"127",1892.26
"128",1892.27
"129",1892.28
"130",1892.29
"131",1892.3
"132",1892.31
"133",1892.32
"134",1892.33
"135",1892.34
"136",1892.35
"137",1892.36
"138",1892.37
"139",1892.38
"140",1892.39
"141",1892.4
"142",1892.41
"143",1892.42
"144",1892.43
"145",1892.44
"146",1892.45
"147",1892.46
"148",1892.47
"149",1892.48
"150",1892.49
"151",1892.5
"152",1892.51
"153",1892.52
"154",1892.53
"155",1892.54
"156",1892.55
"157",1892.56
"158",1892.57
"159",1892.58
"160",1892.59
"161",1892.6
"162",1892.61
"163",1892.62
"164",1892.63
"165",1892.64
"166",1892.65
"167",1892.66
"168",1892.67
"169",1892.68
"170",1892.69
"171",1892.7
"172",1892.71
"173",1892.72
"174",1892.73
"175",1892.74
"176",1892.75
"177",1892.76
"178",1892.77
"179",1892.78
"180",1892.79
"181",1892.8
"182",1892.81
"183",1892.82
"184",1892.83
"185",1892.84
"186",1892.85
"187",1892.86
"188",1892.87
"189",1892.88
"190",1892.89
"191",1892.9
"192",1892.91
"193",1892.92
"194",1892.93
"195",1892.94
"196",1892.95
"197",1892.96
"198",1892.97
"199",1892.98
"200",1892.99
"201",1893
"202",1893.01
"203",1893.02
"204",1893.03
"205",1893.04
"206",1893.05
"207",1893.06
"208",1893.07
"209",1893.08
"210",1893.09
"211",1893.1
"212",1893.11
"213",1893.12
"214",1893.13
"215",1893.14
"216",1893.15
"217",1893.16
"218",1893.17
"219",1893.18
"220",1893.19
"221",1893.2
"222",1893.21
"223",1893.22
"224",1893.23
"225",1893.24
"226",1893.25
"227",1893.26
"228",1893.27
"229",1893.28
"230",1893.29
"231",1893.3
"232",1893.31
"233",1893.32
"234",1893.33
"235",1893.34
"236",1893.35
"237",1893.36
"238",1893.37
"239",1893.38
"240",1893.39
"241",1893.4
"242",1893.41
"243",1893.42
"244",1893.43
"245",1893.44
"246",1893.45
"247",1893.46
"248",1893.47
"249",1893.48
"250",1893.49
"251",1893.5
"252",1893.51
"253",1893.52
"254",1893.53
"255",1893.54
"256",1893.55
"257",1893.56
"258",1893.57
"259",1893.58
"260",1893.59
"261",1893.6
"262",1893.61
"263",1893.62
"264",1893.63
"265",1893.64
"266",1893.65
"267",1893.66
"268",1893.67
"269",1893.68
"270",1893.69
"271",1893.7
"272",1893.71
"273",1893.72
"274",1893.73
"275",1893.74
"276",1893.75
"277",1893.76
"278",1893.77
"279",1893.78
"280",1893.79
"281",1893.8
"282",1893.81
"283",1893.82
"284",1893.83
"285",1893.84
"286",1893.85
"287",1893.86
"288",1893.87
"289",1893.88
"290",1893.89
"291",1893.9
"292",1893.91
"293",1893.92
"294",1893.93
"295",1893.94
"296",1893.95
"297",1893.96
"298",1893.97
"299",1893.98
"300",1893.99
"301",1894
"302",1894.01
"303",1894.02
"304",1894.03
"305",1894.04
"306",1894.05
"307",1894.06
"308",1894.07
"309",1894.08
"310",1894.09
"311",1894.1
"312",1894.11
"313",1894.12
"314",1894.13
"315",1894.14
"316",1894.15
"317",1894.16
"318",1894.17
"319",1894.18
"320",1894.19
"321",1894.2
"322",1894.21
"323",1894.22
"324",1894.23
"325",1894.24
"326",1894.25
"327",1894.26
"328",1894.27
"329",1894.28
"330",1894.29
"331",1894.3
"332",1894.31
"333",1894.32
"334",1894.33
"335",1894.34
"336",1894.35
"337",1894.36
"338",1894.37
"339",1894.38
"340",1894.39
"341",1894.4
"342",1894.41
"343",1894.42
"344",1894.43
"345",1894.44
"346",1894.45
"347",1894.46
"348",1894.47
"349",1894.48
"350",1894.49
"351",1894.5
"352",1894.51
"353",1894.52
"354",1894.53
"355",1894.54
"356",1894.55
"357",1894.56
"358",1894.57
"359",1894.58
"360",1894.59
"361",1894.6
"362",1894.61
"363",1894.62
"364",1894.63
"365",1894.64
"366",1894.65
"367",1894.66
"368",1894.67
"369",1894.68
"370",1894.69
"371",1894.7
"372",1894.71
"373",1894.72
"374",1894.73
"375",1894.74
"376",1894.75
"377",1894.76
"378",1894.77
"379",1894.78
"380",1894.79
"381",1894.8
"382",1894.81
"383",1894.82
"384",1894.83
"385",1894.84
"386",1894.85
"387",1894.86
"388",1894.87
"389",1894.88
"390",1894.89
"391",1894.9
"392",1894.91
"393",1894.92
"394",1894.93
"395",1894.94
"396",1894.95
"397",1894.96
"398",1894.97
"399",1894.98
"400",1894.99
"401",1895
"402",1895.01
"403",1895.02
"404",1895.03
"405",1895.04
"406",1895.05
"407",1895.06
"408",1895.07
"409",1895.08
"410",1895.09
"411",1895.1
"412",1895.11
"413",1895.12
"414",1895.13
"415",1895.14
"416",1895.15
"417",1895.16
"418",1895.17
"419",1895.18
"420",1895.19
"421",1895.2
"422",1895.21
"423",1895.22
"424",1895.23
"425",1895.24
"426",1895.25
"427",1895.26
"428",1895.27
"429",1895.28
"430",1895.29
"431",1895.3
"432",1895.31
"433",1895.32
"434",1895.33
"435",1895.34
"436",1895.35
"437",1895.36
"438",1895.37
"439",1895.38
"440",1895.39
"441",1895.4
"442",1895.41
"443",1895.42
"444",1895.43
"445",1895.44
"446",1895.45
"447",1895.46
"448",1895.47
"449",1895.48
"450",1895.49
"451",1895.5
"452",1895.51
"453",1895.52
"454",1895.53
"455",1895.54
"456",1895.55
"457",1895.56
"458",1895.57
"459",1895.58
"460",1895.59
"461",1895.6
"462",1895.61
"463",1895.62
"464",1895.63
"465",1895.64
"466",1895.65
"467",1895.66
"468",1895.67
"469",1895.68
"470",1895.69
"471",1895.7
"472",1895.71
"473",1895.72
"474",1895.73
"475",1895.74
"476",1895.75
"477",1895.76
"478",1895.77
"479",1895.78
"480",1895.79
"481",1895.8
"482",1895.81
"483",1895.82
"484",1895.83
"485",1895.84
"486",1895.85
"487",1895.86
"488",1895.87
"489",1895.88
"490",1895.89
"491",1895.9
"492",1895.91
"493",1895.92
"494",1895.93
"495",1895.94
"496",1895.95
"497",1895.96
"498",1895.97
"499",1895.98
"500",1895.99
"501",1896
"502",1896.01
"503",1896.02
"504",1896.03
"505",1896.04
"506",1896.05
"507",1896.06
"508",1896.07
"509",1896.08
"510",1896.09
"511",1896.1
"512",1896.11
"513",1896.12
"514",1896.13
"515",1896.14
"516",1896.15
"517",1896.16
"518",1896.17
"519",1896.18
"520",1896.19
"521",1896.2
"522",1896.21
"523",1896.22
"524",1896.23
"525",1896.24
"526",1896.25
"527",1896.26
"528",1896.27
"529",1896.28
"530",1896.29
"531",1896.3
"532",1896.31
"533",1896.32
"534",1896.33
"535",1896.34
"536",1896.35
"537",1896.36
"538",1896.37
"539",1896.38
"540",1896.39
"541",1896.4
"542",1896.41
"543",1896.42
"544",1896.43
"545",1896.44
"546",1896.45
"547",1896.46
"548",1896.47
"549",1896.48
"550",1896.49
"551",1896.5
"552",1896.51
"553",1896.52
"554",1896.53
"555",1896.54
"556",1896.55
"557",1896.56
"558",1896.57
"559",1896.58
"560",1896.59
"561",1896.6
"562",1896.61
"563",1896.62
"564",1896.63
"565",1896.64
"566",1896.65
"567",1896.66
"568",1896.67
"569",1896.68
"570",1896.69
"571",1896.7
"572",1896.71
"573",1896.72
